HRGcode	HRGdesc	"Cardiac (0=No, 1=Yes, 2=Ambiguous)"	"ProcComplications (0=No, 1=Yes)"	Yr09	Yr10	Yr11	Yr12	Yr13	Yr14	Yr15	Yr16
BZ09A	INTERMEDIATE ORBITS OR LACRIMAL PROCEDURES 19 YEARS AND OVER	0	0							1	1
BZ09B	ORBITS OR LACRIMAL CATEGORY 2	0	0	1	1	1	1	1	1		
BZ09B	INTERMEDIATE ORBITS OR LACRIMAL PROCEDURES 18 YEARS AND UNDER	0	0							1	1
BZ10A	ORBITS OR LACRIMAL CATEGORY 1	0	0	1	1	1	1	1	1		
BZ10A	MINOR ORBITS OR LACRIMAL PROCEDURES 19 YEARS AND OVER	0	0							1	1
BZ10B	ORBITS OR LACRIMAL CATEGORY 1	0	0	1	1	1	1	1	1		
BZ10B	MINOR ORBITS OR LACRIMAL PROCEDURES 18 YEARS AND UNDER	0	0							1	1
BZ11Z	CORNEA OR SCLERA CATEGORY 3	0	0	1	1	1	1	1	1		
BZ11Z	MAJOR CORNEA OR SCLERA PROCEDURES	0	0							1	1
BZ12Z	CORNEA OR SCLERA CATEGORY 2	0	0	1	1	1	1	1	1		
BZ12Z	INTERMEDIATE CORNEA OR SCLERA PROCEDURES	0	0							1	1
BZ13Z	CORNEA OR SCLERA CATEGORY 1	0	0	1	1	1	1	1	1		
BZ13Z	MINOR CORNEA OR SCLERA PROCEDURES	0	0							1	1
BZ14A	OCULAR MOTILITY CATEGORY 3: 19 YEARS AND OVER	0	0	1	1	1	1	1	1		
BZ14A	MAJOR OCULAR MOTILITY PROCEDURES 19 YEARS AND OVER	0	0							1	1
BZ14B	OCULAR MOTILITY CATEGORY 3: 18 YEARS AND UNDER	0	0	1	1	1	1	1	1		
BZ14B	MAJOR OCULAR MOTILITY PROCEDURES 18 YEARS AND UNDER	0	0							1	1
BZ15A	OCULAR MOTILITY CATEGORY 2: 19 YEARS AND OVER	0	0	1	1	1	1	1	1		
BZ15A	INTERMEDIATE OCULAR MOTILITY PROCEDURES 19 YEARS AND OVER	0	0							1	1
BZ15B	OCULAR MOTILITY CATEGORY 2: 18 YEARS AND UNDER	0	0	1	1	1	1	1	1		
BZ15B	INTERMEDIATE OCULAR MOTILITY PROCEDURES 18 YEARS AND UNDER	0	0							1	1
BZ16A	OCULAR MOTILITY CATEGORY 1: 19 YEARS AND OVER	0	0	1	1	1	1	1	1		
BZ16A	MINOR OCULAR MOTILITY PROCEDURES 19 YEARS AND OVER	0	0							1	1
BZ16B	OCULAR MOTILITY CATEGORY 1: 18 YEARS AND UNDER	0	0	1	1	1	1	1	1		
BZ16B	MINOR OCULAR MOTILITY PROCEDURES 18 YEARS AND UNDER	0	0							1	1
BZ17Z	GLAUCOMA CATEGORY 3	0	0	1	1	1	1	1	1		
BZ17Z	MAJOR GLAUCOMA PROCEDURES	0	0							1	1
BZ18Z	GLAUCOMA CATEGORY 2	0	0	1	1	1	1	1	1		
BZ18Z	INTERMEDIATE GLAUCOMA PROCEDURES	0	0							1	1
BZ19Z	GLAUCOMA CATEGORY 1	0	0	1	1	1	1	1	1		
BZ19Z	MINOR GLAUCOMA PROCEDURES	0	0							1	1
BZ20Z	VITREOUS RETINAL PROCEDURES CATEGORY 4	0	0	1	1	1	1	1	1		
BZ20Z	COMPLEX VITREOUS RETINAL PROCEDURES	0	0							1	1
BZ21Z	VITREOUS RETINAL PROCEDURES CATEGORY 3	0	0	1	1	1	1	1	1		
BZ21Z	MAJOR VITREOUS RETINAL PROCEDURES	0	0							1	1
BZ22Z	VITREOUS RETINAL PROCEDURES CATEGORY 2	0	0	1	1	1	1	1	1		
BZ22Z	INTERMEDIATE VITREOUS RETINAL PROCEDURES	0	0							1	1
BZ23Z	VITREOUS RETINAL PROCEDURES CATEGORY 1	0	0	1	1	1	1	1	1		
BZ23Z	MINOR VITREOUS RETINAL PROCEDURES	0	0							1	1
BZ24A	NON SURGICAL OPHTHALMOLOGY WITH LENGTH OF STAY 2 DAYS OR MORE AND AGE 19 YEARS AND OVER	0	0	1	1						
BZ24A	NON SURGICAL OPHTHALMOLOGY WITH LENGTH OF STAY 2 DAYS OR MORE	0	0			1	1	1	1	1	1
BZ24C	NON SURGICAL OPHTHALMOLOGY WITH LENGTH OF STAY 1 DAY OR LESS AND AGE 19 YEARS AND OVER	0	0	1	1						
BZ24C	NON SURGICAL OPHTHALMOLOGY WITH LENGTH OF STAY 1 DAY OR LESS	0	0			1	1	1	1	1	1
CZ01S	MINOR MOUTH PROCEDURES 18 YEARS AND UNDER WITH CC	0	0	1	1						
CZ01S	MINOR MOUTH OR THROAT PROCEDURES 18 YEARS AND UNDER WITH CC	0	0			1	1	1	1	1	1
CZ01T	MINOR MOUTH PROCEDURES 18 YEARS AND UNDER WITHOUT CC	0	0	1	1						
CZ01T	MINOR MOUTH OR THROAT PROCEDURES 18 YEARS AND UNDER WITHOUT CC	0	0			1	1	1	1	1	1
CZ01V	MINOR MOUTH PROCEDURES 19 YEARS AND OVER WITH CC	0	0	1	1						
CZ01V	MINOR MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH CC	0	0			1	1	1	1	1	1
CZ01Y	MINOR MOUTH PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1						
CZ01Y	MINOR MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0			1	1	1	1	1	1
CZ02S	INTERMEDIATE MOUTH PROCEDURES 18 YEARS AND UNDER WITH CC	0	0	1	1						
CZ02S	INTERMEDIATE MOUTH OR THROAT PROCEDURES 18 YEARS AND UNDER WITH CC	0	0			1	1	1	1	1	1
CZ02T	INTERMEDIATE MOUTH PROCEDURES 18 YEARS AND UNDER WITHOUT CC	0	0	1	1						
CZ02T	INTERMEDIATE MOUTH OR THROAT PROCEDURES 18 YEARS AND UNDER WITHOUT CC	0	0			1	1	1	1	1	1
CZ02W	INTERMEDIATE MOUTH PROCEDURES 19 YEARS AND OVER WITH MAJOR CC	0	0	1	1						
CZ02W	INTERMEDIATE MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH MAJOR CC	0	0			1	1	1	1	1	1
CZ02X	INTERMEDIATE MOUTH PROCEDURES 19 YEARS AND OVER WITH INTERMEDIATE CC	0	0	1	1						
CZ02X	INTERMEDIATE MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH INTERMEDIATE CC	0	0			1	1	1	1	1	1
CZ02Y	INTERMEDIATE MOUTH PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1						
CZ02Y	INTERMEDIATE MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0			1	1	1	1	1	1
CZ03U	MAJOR MOUTH PROCEDURES 18 YEARS AND UNDER	0	0	1	1						
CZ03U	MAJOR MOUTH OR THROAT PROCEDURES 18 YEARS AND UNDER	0	0			1	1	1	1	1	1
CZ03V	MAJOR MOUTH PROCEDURES 19 YEARS AND OVER WITH CC	0	0	1	1						
CZ03V	MAJOR MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH CC	0	0			1	1	1	1	1	1
CZ03Y	MAJOR MOUTH PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1						
CZ03Y	MAJOR MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0			1	1	1	1	1	1
CZ04O	COMPLEX MAJOR MOUTH PROCEDURES WITH MAJOR CC	0	0	1	1						
CZ04O	COMPLEX MAJOR MOUTH OR THROAT PROCEDURES WITH MAJOR CC	0	0			1	1	1	1	1	1
CZ04P	COMPLEX MAJOR MOUTH PROCEDURES WITH INTERMEDIATE CC	0	0	1	1						
CZ04P	COMPLEX MAJOR MOUTH OR THROAT PROCEDURES WITH INTERMEDIATE CC	0	0			1	1	1	1	1	1
CZ04Q	COMPLEX MAJOR MOUTH PROCEDURES WITHOUT CC	0	0	1	1						
CZ04Q	COMPLEX MAJOR MOUTH OR THROAT PROCEDURES WITHOUT CC	0	0			1	1	1	1	1	1
CZ05S	TONSILLECTOMY 18 YEARS AND UNDER WITH CC	0	0	1	1	1	1	1	1	1	1
CZ05T	TONSILLECTOMY 18 YEARS AND UNDER WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ05V	TONSILLECTOMY 19 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	1
CZ05Y	TONSILLECTOMY 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ06N	MINOR THROAT PROCEDURES WITH CC	0	0	1	1						
CZ06Q	MINOR THROAT PROCEDURES WITHOUT CC	0	0	1	1						
CZ07O	EXTERIORISATION OF TRACHEA WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
CZ07P	EXTERIORISATION OF TRACHEA WITH INTERMEDIATE CC	0	0	1	1	1	1	1	1	1	1
CZ07Q	EXTERIORISATION OF TRACHEA WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ08S	MINOR EAR PROCEDURES 18 YEARS AND UNDER WITH CC	0	0	1	1	1	1	1	1	1	1
CZ08T	MINOR EAR PROCEDURES 18 YEARS AND UNDER WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ08V	MINOR EAR PROCEDURES 19 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	1
CZ08Y	MINOR EAR PROCEDURES19 YEARS AND OVER WITHOUT CC	0	0	1							
CZ08Y	MINOR EAR PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0		1	1	1	1	1	1	1
CZ09U	INTERMEDIATE EAR PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	1
CZ09V	INTERMEDIATE EAR PROCEDURES 19 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	1
CZ09Y	INTERMEDIATE EAR PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ10U	MAJOR EAR PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	1
CZ10V	MAJOR EAR PROCEDURES 19 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	1
CZ10Y	MAJOR EAR PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ11Z	COMPLEX MAJOR EAR PROCEDURES	0	0	1	1	1	1	1	1	1	1
CZ12U	MINOR NOSE PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	1
CZ12V	MINOR NOSE PROCEDURES 19 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	1
CZ12Y	MINOR NOSE PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ13U	INTERMEDIATE NOSE PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	1
CZ13V	INTERMEDIATE NOSE PROCEDURES 19 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	1
CZ13Y	INTERMEDIATE NOSE PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ14U	MAJOR NOSE PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	1
CZ14V	MAJOR NOSE PROCEDURES 19 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	1
CZ14Y	MAJOR NOSE PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ15N	COMPLEX MAJOR NOSE PROCEDURES WITH CC	0	0	1	1	1	1	1	1	1	1
CZ15Q	COMPLEX MAJOR NOSE PROCEDURES WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ16N	MINOR MAXILLO FACIAL PROCEDURES WITH CC	0	0	1	1	1	1	1	1	1	1
CZ16Q	MINOR MAXILLO FACIAL PROCEDURES WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ17U	INTERMEDIATE MAXILLO FACIAL PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	1
CZ17V	INTERMEDIATE MAXILLO FACIAL PROCEDURES 19 YEARS AND OVER WITH CC	0	0	1	1	1	1	1	1	1	1
CZ17Y	INTERMEDIATE MAXILLO FACIAL PROCEDURES 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1	1	1	1	1	1
CZ18R	MAJOR MAXILLO FACIAL PROCEDURES 19 YEARS AND OVER	0	0	1	1	1	1	1	1	1	1
CZ18U	MAJOR MAXILLO FACIAL PROCEDURES 18 YEARS AND UNDER	0	0	1	1	1	1	1	1	1	1
CZ19Z	COMPLEX MAJOR MAXILLO FACIAL PROCEDURES	0	0	1	1	1	1	1	1	1	1
CZ20Z	COMPLEX MAJOR MAXILLO FACIAL PROCEDURES WITH RESTORATION	0	0	1	1	1	1	1	1		
CZ20Z	COMPLEX MAJOR HEAD OR NECK PROCEDURES WITH RECONSTRUCTION	0	0							1	1
CZ21V	"MINOR HEAD, NECK AND EAR DISORDERS 19 YEARS AND OVER WITH CC"	0	0	1	1	1	1	1	1		
CZ21V	"MINOR HEAD, NECK AND EAR DISORDERS WITH CC"	0	0							1	1
CZ21Y	"MINOR HEAD, NECK AND EAR DISORDERS 19 YEARS AND OVER WITHOUT CC"	0	0	1	1	1	1	1	1		
CZ21Y	"MINOR HEAD, NECK AND EAR DISORDERS WITHOUT CC"	0	0							1	1
CZ22W	"INTERMEDIATE HEAD, NECK AND EAR DISORDERS 19 YEARS AND OVER WITH MAJOR CC"	0	0	1	1	1	1	1	1		
CZ22W	"INTERMEDIATE HEAD, NECK AND EAR DISORDERS WITH MAJOR CC"	0	0							1	1
CZ22X	"INTERMEDIATE HEAD, NECK AND EAR DISORDERS 19 YEARS AND OVER WITH INTERMEDIATE CC"	0	0	1	1	1	1	1	1		
CZ22X	"INTERMEDIATE HEAD, NECK AND EAR DISORDERS WITH INTERMEDIATE CC"	0	0							1	1
CZ22Y	"INTERMEDIATE HEAD, NECK AND EAR DISORDERS 19 YEARS AND OVER WITHOUT CC"	0	0	1	1	1	1	1	1		
CZ22Y	"INTERMEDIATE HEAD, NECK AND EAR DISORDERS WITHOUT CC"	0	0							1	1
CZ23W	"MAJOR HEAD, NECK AND EAR DISORDERS 19 YEARS AND OVER WITH MAJOR CC"	0	0	1	1	1	1	1	1		
CZ23W	"MAJOR HEAD, NECK AND EAR DISORDERS WITH MAJOR CC"	0	0							1	1
CZ23X	"MAJOR HEAD, NECK AND EAR DISORDERS 19 YEARS AND OVER WITH INTERMEDIATE CC"	0	0	1	1	1	1	1	1		
CZ23X	"MAJOR HEAD, NECK AND EAR DISORDERS WITH INTERMEDIATE CC"	0	0							1	1
CZ23Y	"MAJOR HEAD, NECK AND EAR DISORDERS 19 YEARS AND OVER WITHOUT CC"	0	0	1	1	1	1	1	1		
CZ23Y	"MAJOR HEAD, NECK AND EAR DISORDERS WITHOUT CC"	0	0							1	1
CZ24O	"COMPLEX OR MAJOR HEAD, NECK AND EAR DISORDERS WITH MAJOR CC"	0	0	1	1	1	1	1	1		
CZ24O	"COMPLEX MAJOR HEAD, NECK AND EAR DISORDERS WITH MAJOR CC"	0	0							1	1
CZ24P	"COMPLEX OR MAJOR HEAD, NECK AND EAR DISORDERS WITH INTERMEDIATE CC"	0	0	1	1	1	1	1	1		
CZ24P	"COMPLEX MAJOR HEAD, NECK AND EAR DISORDERS WITH INTERMEDIATE CC"	0	0							1	1
CZ24Q	"COMPLEX OR MAJOR HEAD, NECK AND EAR DISORDERS WITHOUT CC"	0	0	1	1	1	1	1	1		
CZ24Q	"COMPLEX MAJOR HEAD, NECK AND EAR DISORDERS WITHOUT CC"	0	0							1	1
CZ25A	UNILATERAL COCHLEAR IMPLANT	0	0							1	1
CZ25B	BILATERAL COCHLEAR IMPLANTS	0	0							1	1
CZ25N	COCHLEA IMPLANTS WITH CC	0	0	1	1						
CZ25N	COCHLEAR IMPLANTS WITH CC	0	0			1	1	1	1		
CZ25Q	COCHLEA IMPLANTS WITHOUT CC	0	0	1	1						
CZ25Q	COCHLEAR IMPLANTS WITHOUT CC	0	0			1	1	1	1		
CZ26Z	BONE ANCHORED HEARING AIDS	0	0	1	1	1	1				
CZ27Z	FIXTURE FOR BONE ANCHORED HEARING AIDS	0	0					1	1	1	1
CZ28Z	FITTING OF BONE ANCHORED HEARING AIDS	0	0					1	1	1	1
CZ30U	MINOR EXTRACTION OF TOOTH 18 YEARS AND UNDER	0	0				1	1	1	1	1
CZ30Y	MINOR EXTRACTION OF TOOTH 19 YEARS AND OVER	0	0			1	1	1	1	1	1
CZ31U	MINOR DENTAL BIOPSY 18 YEARS AND UNDER	0	0				1	1	1	1	1
CZ31Y	MINOR DENTAL BIOPSY 19 YEARS AND OVER	0	0			1	1	1	1	1	1
CZ32U	FITTING OR INSERTION PROCEDURES 18 YEARS AND UNDER	0	0				1				
CZ32U	DENTAL FITTING OR INSERTION PROCEDURES 18 YEARS AND UNDER	0	0					1	1	1	1
CZ32Y	FITTING OR INSERTION PROCEDURES 19 YEARS AND OVER	0	0				1				
CZ32Y	DENTAL FITTING OR INSERTION PROCEDURES 19 YEARS AND OVER	0	0					1	1	1	1
CZ33U	MINOR RESTORATION PROCEDURES 18 YEARS AND UNDER	0	0				1				
CZ33U	MINOR DENTAL RESTORATION PROCEDURES 18 YEARS AND UNDER	0	0					1	1	1	1
CZ33Y	MINOR RESTORATION PROCEDURES 19 YEARS AND OVER	0	0				1				
CZ33Y	MINOR DENTAL RESTORATION PROCEDURES 19 YEARS AND OVER	0	0					1	1	1	1
CZ34U	MINOR DENTAL PROCEDURES 18 YEARS AND UNDER	0	0			1	1	1	1	1	1
CZ34Y	MINOR DENTAL PROCEDURES 19 YEARS AND OVER	0	0				1	1	1	1	1
CZ35U	ADJUSTMENT OF DEVICE 18 YEARS AND UNDER	0	0				1				
CZ35U	ADJUSTMENT OF DENTAL DEVICE 18 YEARS AND UNDER	0	0					1	1	1	1
CZ35Y	ADJUSTMENT OF DEVICE 19 YEARS AND OVER	0	0				1				
CZ35Y	ADJUSTMENT OF DENTAL DEVICE 19 YEARS AND OVER	0	0					1	1	1	1
CZ36U	EXCISION OR BIOPSY PROCEDURES 18 YEARS AND UNDER	0	0				1				
CZ36U	DENTAL EXCISION OR BIOPSY PROCEDURES 18 YEARS AND UNDER	0	0					1	1	1	1
CZ36Y	EXCISION OR BIOPSY PROCEDURES 19 YEARS AND OVER	0	0				1				
CZ36Y	DENTAL EXCISION OR BIOPSY PROCEDURES 19 YEARS AND OVER	0	0					1	1	1	1
CZ37U	SURGICAL REMOVAL OF TOOTH 18 YEARS AND UNDER	0	0				1	1	1	1	1
CZ37Y	SURGICAL REMOVAL OF TOOTH 19 YEARS AND OVER	0	0			1	1	1	1	1	1
CZ38U	CREATION OF IMPRESSION 18 YEARS AND UNDER	0	0				1				
CZ38U	CREATION OF DENTAL IMPRESSION 18 YEARS AND UNDER	0	0					1	1	1	1
CZ38Y	CREATION OF IMPRESSION 19 YEARS AND OVER	0	0				1				
CZ38Y	CREATION OF DENTAL IMPRESSION 19 YEARS AND OVER	0	0					1	1	1	1
CZ39U	INTERMEDIATE DENTAL PROCEDURES 18 YEARS AND UNDER	0	0				1	1	1	1	1
CZ39Y	INTERMEDIATE DENTAL PROCEDURES 19 YEARS AND OVER	0	0				1	1	1	1	1
CZ40U	MAJOR SURGICAL REMOVAL OF TOOTH 18 YEARS AND UNDER	0	0				1	1	1	1	1
CZ40Y	MAJOR SURGICAL REMOVAL OF TOOTH 19 YEARS AND OVER	0	0			1	1	1	1	1	1
CZ41U	MAJOR DENTAL PROCEDURES 18 YEARS AND UNDER	0	0				1	1	1	1	1
CZ41Y	MAJOR DENTAL PROCEDURES 19 YEARS AND OVER	0	0			1	1	1	1	1	1
CZ42U	EXTRACTION OF MULTIPLE TEETH 18 YEARS AND UNDER	0	0				1	1	1	1	1
CZ42Y	EXTRACTION OF MULTIPLE TEETH 19 YEARS AND OVER	0	0			1	1	1	1	1	1
DZ01Z	LUNG TRANSPLANT	0	0	1	1	1	1	1	1	1	1
DZ02A	COMPLEX THORACIC PROCEDURES WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
DZ02B	COMPLEX THORACIC PROCEDURES WITH CC	0	0	1	1	1	1	1	1		
DZ02B	COMPLEX THORACIC PROCEDURES WITH INTERMEDIATE CC	0	0							1	1
DZ02C	COMPLEX THORACIC PROCEDURES WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ03A	MAJOR THORACIC PROCEDURES WITH CC	0	0	1	1	1	1	1	1	1	1
DZ03B	MAJOR THORACIC PROCEDURES WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ04A	INTERMEDIATE THORACIC PROCEDURES WITH CC	0	0	1	1	1	1	1	1	1	1
DZ04B	INTERMEDIATE THORACIC PROCEDURES WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ05Z	OTHER THORACIC PROCEDURES	0	0	1	1						
DZ06Z	MINOR THORACIC PROCEDURES	0	0	1	1	1	1	1	1	1	1
DZ07A	FIBRE OPTIC BRONCHOSCOPY 19 YEARS AND OVER	0	0		1	1	1	1	1	1	1
DZ07B	FIBRE OPTIC BRONCHOSCOPY 18 YEARS AND UNDER	0	0		1	1	1	1	1	1	1
DZ07Z	FIBRE OPTIC BRONCHOSCOPY	0	0	1	1						
DZ08Z	RIGID BRONCHOSCOPY	0	0	1	1	1	1	1	1	1	1
DZ09A	PULMONARY EMBOLUS WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
DZ09B	PULMONARY EMBOLUS WITH CC	0	0	1	1	1	1	1	1		
DZ09B	PULMONARY EMBOLUS WITH INTERMEDIATE CC	0	0							1	1
DZ09C	PULMONARY EMBOLUS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ10A	LUNG ABSCESS EMPYEMA WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
DZ10B	LUNG ABSCESS EMPYEMA WITH CC	0	0	1	1	1	1	1	1		
DZ10B	LUNG ABSCESS EMPYEMA WITH INTERMEDIATE CC	0	0							1	1
DZ10C	LUNG ABSCESS EMPYEMA WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ11A	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITH MAJOR CC"	0	0	1	1	1	1	1	1	1	1
DZ11B	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITH CC"	0	0	1	1	1	1	1	1		
DZ11B	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITH INTERMEDIATE CC"	0	0							1	1
DZ11C	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITHOUT CC"	0	0	1	1	1	1	1	1	1	1
DZ12A	BRONCHIECTASIS WITH CC	0	0	1	1	1	1	1	1	1	1
DZ12B	BRONCHIECTASIS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ13A	CYSTIC FIBROSIS WITH CC	0	0	1	1	1	1	1	1	1	1
DZ13B	CYSTIC FIBROSIS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ14A	"PULMONARY, PLEURAL OR OTHER TUBERCULOSIS WITH CC"	0	0	1	1	1	1	1	1	1	1
DZ14B	"PULMONARY, PLEURAL OR OTHER TUBERCULOSIS WITHOUT CC"	0	0	1	1	1	1	1	1	1	1
DZ15A	ASTHMA WITH MAJOR CC WITH INTUBATION	0	0	1	1	1	1	1	1		
DZ15A	ASTHMA WITH INTUBATION WITH MAJOR CC	0	0							1	1
DZ15B	ASTHMA WITH CC WITH INTUBATION	0	0	1	1	1	1	1	1		
DZ15B	ASTHMA WITH INTUBATION WITH INTERMEDIATE CC	0	0							1	1
DZ15C	ASTHMA WITHOUT CC WITH INTUBATION	0	0	1	1	1	1	1	1		
DZ15C	ASTHMA WITH INTUBATION WITHOUT CC	0	0							1	1
DZ15D	ASTHMA WITH MAJOR CC WITHOUT INTUBATION	0	0	1	1	1	1	1	1		
DZ15D	ASTHMA WITHOUT INTUBATION WITH MAJOR CC	0	0							1	1
DZ15E	ASTHMA WITH CC WITHOUT INTUBATION	0	0	1	1	1	1	1	1		
DZ15E	ASTHMA WITHOUT INTUBATION WITH INTERMEDIATE CC	0	0							1	1
DZ15F	ASTHMA WITHOUT CC WITHOUT INTUBATION	0	0	1	1	1	1	1	1		
DZ15F	ASTHMA WITHOUT INTUBATION WITHOUT CC	0	0							1	1
DZ16A	PLEURAL EFFUSION WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
DZ16B	PLEURAL EFFUSION WITH CC	0	0	1	1	1	1	1	1		
DZ16B	PLEURAL EFFUSION WITH INTERMEDIATE CC	0	0							1	1
DZ16C	PLEURAL EFFUSION WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ17A	RESPIRATORY NEOPLASMS WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
DZ17B	RESPIRATORY NEOPLASMS WITH CC	0	0	1	1	1	1	1	1		
DZ17B	RESPIRATORY NEOPLASMS WITH INTERMEDIATE CC	0	0							1	1
DZ17C	RESPIRATORY NEOPLASMS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ18Z	SLEEPING DISORDERS AFFECTING BREATHING	0	0	1	1	1	1	1	1	1	1
DZ19A	OTHER RESPIRATORY DIAGNOSES WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
DZ19B	OTHER RESPIRATORY DIAGNOSES WITH CC	0	0	1	1	1	1	1	1		
DZ19B	OTHER RESPIRATORY DIAGNOSES WITH INTERMEDIATE CC	0	0							1	1
DZ19C	OTHER RESPIRATORY DIAGNOSES WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ20Z	PULMONARY OEDEMA	0	0	1	1	1	1	1	1	1	1
DZ21A	CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS WITH LENGTH OF STAY 1 DAY OR LESS DISCHARGED HOME	0	0	1	1	1	1	1	1		
DZ21A	"CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS WITH LENGTH OF STAY 1 DAY OR LESS, DISCHARGED HOME"	0	0							1	1
DZ21B	CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS WITH INTUBATION WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
DZ21C	CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS WITH INTUBATION WITH CC	0	0	1	1	1	1	1	1		
DZ21C	CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS WITH INTUBATION WITH INTERMEDIATE CC	0	0							1	1
DZ21D	CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS WITH INTUBATION WITHOUT CC	0	0	1	1	1	1	1	1	1	1
DZ21E	CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS WITH NIV WITHOUT INTUBATION WITH MAJOR CC	0	0	1	1	1	1	1	1		
DZ21E	"CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS, WITH NIV WITHOUT INTUBATION WITH MAJOR CC"	0	0							1	1
DZ21F	CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS WITH NIV WITHOUT INTUBATION WITH CC	0	0	1	1	1	1	1	1		
DZ21F	"CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS, WITH NIV WITHOUT INTUBATION WITH INTERMEDIATE CC"	0	0							1	1
DZ21G	CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS WITH NIV WITHOUT INTUBATION WITHOUT CC	0	0	1	1	1	1	1	1		
DZ21G	"CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS, WITH NIV WITHOUT INTUBATION WITHOUT CC"	0	0							1	1
