HRGcode	HRGdesc	"Cardiac (0=No, 1=Yes, 2=Ambiguous)"	"ProcComplications (0=No, 1=Yes)"	Yr17
CA39Z	FIXTURE FOR BONE ANCHORED HEARING AIDS	0	0	1
CA40Z	FITTING OF BONE ANCHORED HEARING AIDS	0	0	1
CA41Z	BILATERAL COCHLEAR IMPLANTS	0	0	1
CA42Z	UNILATERAL COCHLEAR IMPLANT	0	0	1
CA43Z	BALANCE ASSESSMENT	0	0	1
CA50Z	COMPLEX EAR PROCEDURES	0	0	1
CA51A	VERY MAJOR EAR PROCEDURES 19 YEARS AND OVER	0	0	1
CA51B	VERY MAJOR EAR PROCEDURES 18 YEARS AND UNDER	0	0	1
CA52A	MAJOR EAR PROCEDURES 19 YEARS AND OVER	0	0	1
CA52B	MAJOR EAR PROCEDURES 18 YEARS AND UNDER	0	0	1
CA53A	INTERMEDIATE EAR PROCEDURES 19 YEARS AND OVER	0	0	1
CA53B	INTERMEDIATE EAR PROCEDURES 18 YEARS AND UNDER	0	0	1
CA54A	MINOR EAR PROCEDURES 19 YEARS AND OVER	0	0	1
CA54B	MINOR EAR PROCEDURES 18 YEARS AND UNDER	0	0	1
CA55A	MINIMAL EAR PROCEDURES 19 YEARS AND OVER	0	0	1
CA55B	MINIMAL EAR PROCEDURES 18 YEARS AND UNDER	0	0	1
CA60A	TONSILLECTOMY 19 YEARS AND OVER	0	0	1
CA60B	TONSILLECTOMY 18 YEARS AND UNDER	0	0	1
CA61Z	ADENOTONSILLECTOMY	0	0	1
CA62Z	ADENOIDECTOMY	0	0	1
CA63Z	TRACHEOSTOMY	0	0	1
CA64Z	UVULOPALATOPLASTY OR UVULOPALATOPHARYNGOPLASTY	0	0	1
CA65Z	FRENOTOMY OR FRENECTOMY	0	0	1
CA66A	"EXCISION OR BIOPSY, OF LESION OF MOUTH 19 YEARS AND OVER"	0	0	1
CA66B	"EXCISION OR BIOPSY, OF LESION OF MOUTH 18 YEARS AND UNDER"	0	0	1
CA67A	"COMPLEX THERAPEUTIC ENDOSCOPIC, LARYNX OR PHARYNX PROCEDURES WITH CC SCORE 2"	0	0	1
CA67B	"COMPLEX THERAPEUTIC ENDOSCOPIC, LARYNX OR PHARYNX PROCEDURES WITH CC SCORE 0 1"	0	0	1
CA68A	"THERAPEUTIC ENDOSCOPIC, LARYNX OR PHARYNX PROCEDURES 19 YEARS AND OVER"	0	0	1
CA68B	"THERAPEUTIC ENDOSCOPIC, LARYNX OR PHARYNX PROCEDURES 18 YEARS AND UNDER"	0	0	1
CA69A	"DIAGNOSTIC, LARYNGOSCOPY OR PHARYNGOSCOPY 19 YEARS AND OVER"	0	0	1
CA69B	"DIAGNOSTIC, LARYNGOSCOPY OR PHARYNGOSCOPY, BETWEEN 2 AND 18 YEARS"	0	0	1
CA69C	"DIAGNOSTIC, LARYNGOSCOPY OR PHARYNGOSCOPY, 1 YEAR AND UNDER"	0	0	1
CA70Z	DIAGNOSTIC EXAMINATION OF UPPER RESPIRATORY TRACT AND UPPER GASTROINTESTINAL TRACT	0	0	1
CA71A	DIAGNOSTIC NASOPHARYNGOSCOPY 19 YEARS AND OVER	0	0	1
CA71B	DIAGNOSTIC NASOPHARYNGOSCOPY 18 YEARS AND UNDER	0	0	1
CA80A	"VERY COMPLEX, MOUTH OR THROAT PROCEDURES WITH CC SCORE 5"	0	0	1
CA80B	"VERY COMPLEX, MOUTH OR THROAT PROCEDURES WITH CC SCORE 2 4"	0	0	1
CA80C	"VERY COMPLEX, MOUTH OR THROAT PROCEDURES WITH CC SCORE 0 1"	0	0	1
CA81A	"COMPLEX, MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 2"	0	0	1
CA81B	"COMPLEX, MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 1"	0	0	1
CA81C	"COMPLEX, MOUTH OR THROAT PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0	1
CA81D	"COMPLEX, MOUTH OR THROAT PROCEDURES, 1 YEAR AND UNDER"	0	0	1
CA82A	"VERY MAJOR, MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 2"	0	0	1
CA82B	"VERY MAJOR, MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 1"	0	0	1
CA82C	"VERY MAJOR, MOUTH OR THROAT PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0	1
CA82D	"VERY MAJOR, MOUTH OR THROAT PROCEDURES, 1 YEAR AND UNDER"	0	0	1
CA83A	"MAJOR, MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 2"	0	0	1
CA83B	"MAJOR, MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 1"	0	0	1
CA83C	"MAJOR, MOUTH OR THROAT PROCEDURES 18 YEARS AND UNDER"	0	0	1
CA84A	"INTERMEDIATE, MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 2"	0	0	1
CA84B	"INTERMEDIATE, MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 1"	0	0	1
CA84C	"INTERMEDIATE, MOUTH OR THROAT PROCEDURES 18 YEARS AND UNDER"	0	0	1
CA85A	"MINOR, MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER"	0	0	1
CA85B	"MINOR, MOUTH OR THROAT PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0	1
CA85C	"MINOR, MOUTH OR THROAT PROCEDURES, 1 YEAR AND UNDER"	0	0	1
CA86A	"MINIMAL, MOUTH OR THROAT PROCEDURES 19 YEARS AND OVER"	0	0	1
CA86B	"MINIMAL, MOUTH OR THROAT PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0	1
CA86C	"MINIMAL, MOUTH OR THROAT PROCEDURES, 1 YEAR AND UNDER"	0	0	1
CA90Z	VERY COMPLEX MAXILLOFACIAL PROCEDURES	0	0	1
CA91A	COMPLEX MAXILLOFACIAL PROCEDURES WITH CC SCORE 1+	0	0	1
CA91B	COMPLEX MAXILLOFACIAL PROCEDURES WITH CC SCORE 0	0	0	1
CA92A	VERY MAJOR MAXILLOFACIAL PROCEDURES WITH CC SCORE 1+	0	0	1
CA92B	VERY MAJOR MAXILLOFACIAL PROCEDURES WITH CC SCORE 0	0	0	1
CA93A	MAJOR MAXILLOFACIAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 1	0	0	1
CA93B	MAJOR MAXILLOFACIAL PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
CA93C	MAJOR MAXILLOFACIAL PROCEDURES 18 YEARS AND UNDER	0	0	1
CA94Z	INTERMEDIATE MAXILLOFACIAL PROCEDURES	0	0	1
CA95Z	MINOR MAXILLOFACIAL PROCEDURES	0	0	1
CA96Z	"REDUCTION OR FIXATION, OF JAW"	0	0	1
CA97Z	"REDUCTION OR FIXATION, OF CHEEKBONE"	0	0	1
CA98Z	REDUCTION OF FRACTURE OF NASAL BONE	0	0	1
CB01A	"MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITH INTERVENTIONS WITH CC SCORE 9"	0	0	1
CB01B	"MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITH INTERVENTIONS WITH CC SCORE 5 8"	0	0	1
CB01C	"MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITH INTERVENTIONS WITH CC SCORE 0 4"	0	0	1
CB01D	"MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 9"	0	0	1
CB01E	"MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 5 8"	0	0	1
CB01F	"MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 0 4"	0	0	1
CB02A	"NON MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITH INTERVENTIONS WITH CC SCORE 5"	0	0	1
CB02B	"NON MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITH INTERVENTIONS WITH CC SCORE 1 4"	0	0	1
CB02C	"NON MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITH INTERVENTIONS WITH CC SCORE 0"	0	0	1
CB02D	"NON MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 5"	0	0	1
CB02E	"NON MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 1 4"	0	0	1
CB02F	"NON MALIGNANT, EAR, NOSE, MOUTH, THROAT OR NECK DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 0"	0	0	1
CD01A	MAJOR DENTAL PROCEDURES 19 YEARS AND OVER	0	0	1
CD01B	MAJOR DENTAL PROCEDURES 18 YEARS AND UNDER	0	0	1
CD02A	INTERMEDIATE DENTAL PROCEDURES 19 YEARS AND OVER	0	0	1
CD02B	INTERMEDIATE DENTAL PROCEDURES 18 YEARS AND UNDER	0	0	1
CD03A	MINOR DENTAL PROCEDURES 19 YEARS AND OVER	0	0	1
CD03B	MINOR DENTAL PROCEDURES 18 YEARS AND UNDER	0	0	1
CD04A	MAJOR SURGICAL REMOVAL OF TOOTH 19 YEARS AND OVER	0	0	1
CD04B	MAJOR SURGICAL REMOVAL OF TOOTH 18 YEARS AND UNDER	0	0	1
CD05A	SURGICAL REMOVAL OF TOOTH 19 YEARS AND OVER	0	0	1
CD05B	SURGICAL REMOVAL OF TOOTH 18 YEARS AND UNDER	0	0	1
CD06A	EXTRACTION OF MULTIPLE TEETH 19 YEARS AND OVER	0	0	1
CD06B	EXTRACTION OF MULTIPLE TEETH 18 YEARS AND UNDER	0	0	1
CD07A	MINOR EXTRACTION OF TOOTH 19 YEARS AND OVER	0	0	1
CD07B	MINOR EXTRACTION OF TOOTH 18 YEARS AND UNDER	0	0	1
CD08Z	MINOR DENTAL BIOPSY	0	0	1
CD09A	MINOR DENTAL RESTORATION PROCEDURES 19 YEARS AND OVER	0	0	1
CD09B	MINOR DENTAL RESTORATION PROCEDURES 18 YEARS AND UNDER	0	0	1
CD10A	CREATION OF DENTAL IMPRESSION 19 YEARS AND OVER	0	0	1
CD10B	CREATION OF DENTAL IMPRESSION 18 YEARS AND UNDER	0	0	1
CD11A	DENTAL FITTING OR INSERTION PROCEDURES 19 YEARS AND OVER	0	0	1
CD11B	DENTAL FITTING OR INSERTION PROCEDURES 18 YEARS AND UNDER	0	0	1
CD12A	ADJUSTMENT OF DENTAL DEVICE 19 YEARS AND OVER	0	0	1
CD12B	ADJUSTMENT OF DENTAL DEVICE 18 YEARS AND UNDER	0	0	1
DZ01Z	LUNG TRANSPLANT	0	0	1
DZ02H	COMPLEX THORACIC PROCEDURES 19 YEARS AND OVER WITH CC SCORE 6	0	0	1
DZ02J	COMPLEX THORACIC PROCEDURES 19 YEARS AND OVER WITH CC SCORE 3 5	0	0	1
DZ02K	COMPLEX THORACIC PROCEDURES 19 YEARS AND OVER WITH CC SCORE 0 2	0	0	1
DZ02L	"COMPLEX THORACIC PROCEDURES, BETWEEN 2 AND 18 YEARS"	0	0	1
DZ02M	"COMPLEX THORACIC PROCEDURES, 1 YEAR AND UNDER"	0	0	1
DZ09J	PULMONARY EMBOLUS WITH INTERVENTIONS WITH CC SCORE 9	0	0	1
DZ09K	PULMONARY EMBOLUS WITH INTERVENTIONS WITH CC SCORE 0 8	0	0	1
DZ09L	PULMONARY EMBOLUS WITHOUT INTERVENTIONS WITH CC SCORE 12	0	0	1
DZ09M	PULMONARY EMBOLUS WITHOUT INTERVENTIONS WITH CC SCORE 9 11	0	0	1
DZ09N	PULMONARY EMBOLUS WITHOUT INTERVENTIONS WITH CC SCORE 6 8	0	0	1
DZ09P	PULMONARY EMBOLUS WITHOUT INTERVENTIONS WITH CC SCORE 3 5	0	0	1
DZ09Q	PULMONARY EMBOLUS WITHOUT INTERVENTIONS WITH CC SCORE 0 2	0	0	1
DZ10H	LUNG ABSCESS EMPYEMA WITH INTERVENTIONS WITH CC SCORE 9	0	0	1
DZ10J	LUNG ABSCESS EMPYEMA WITH INTERVENTIONS WITH CC SCORE 5 8	0	0	1
DZ10K	LUNG ABSCESS EMPYEMA WITH INTERVENTIONS WITH CC SCORE 0 4	0	0	1
DZ10L	LUNG ABSCESS EMPYEMA WITHOUT INTERVENTIONS WITH CC SCORE 9	0	0	1
DZ10M	LUNG ABSCESS EMPYEMA WITHOUT INTERVENTIONS WITH CC SCORE 5 8	0	0	1
DZ10N	LUNG ABSCESS EMPYEMA WITHOUT INTERVENTIONS WITH CC SCORE 0 4	0	0	1
DZ11A	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITH MAJOR CC"	0	0	1
DZ11K	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITH MULTIPLE INTERVENTIONS WITH CC SCORE 14"	0	0	1
DZ11L	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITH MULTIPLE INTERVENTIONS WITH CC SCORE 9 13"	0	0	1
DZ11M	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITH MULTIPLE INTERVENTIONS WITH CC SCORE 0 8"	0	0	1
DZ11N	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITH SINGLE INTERVENTION WITH CC SCORE 13"	0	0	1
DZ11P	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITH SINGLE INTERVENTION WITH CC SCORE 8 12"	0	0	1
DZ11Q	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITH SINGLE INTERVENTION WITH CC SCORE 0 7"	0	0	1
DZ11R	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITHOUT INTERVENTIONS WITH CC SCORE 14"	0	0	1
DZ11S	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITHOUT INTERVENTIONS WITH CC SCORE 10 13"	0	0	1
DZ11T	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITHOUT INTERVENTIONS WITH CC SCORE 7 9"	0	0	1
DZ11U	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITHOUT INTERVENTIONS WITH CC SCORE 4 6"	0	0	1
DZ11V	"LOBAR, ATYPICAL OR VIRAL PNEUMONIA WITHOUT INTERVENTIONS WITH CC SCORE 0 3"	0	0	1
DZ12C	BRONCHIECTASIS WITH CC SCORE 8+	0	0	1
DZ12D	BRONCHIECTASIS WITH CC SCORE 5 7	0	0	1
DZ12E	BRONCHIECTASIS WITH CC SCORE 2 4	0	0	1
DZ12F	BRONCHIECTASIS WITH CC SCORE 0 1	0	0	1
DZ13A	CYSTIC FIBROSIS WITH CC SCORE 1+	0	0	1
DZ13B	CYSTIC FIBROSIS WITH CC SCORE 0	0	0	1
DZ14F	"PULMONARY, PLEURAL OR OTHER TUBERCULOSIS WITH INTERVENTIONS"	0	0	1
DZ14G	"PULMONARY, PLEURAL OR OTHER TUBERCULOSIS WITHOUT INTERVENTIONS WITH CC SCORE 7"	0	0	1
DZ14H	"PULMONARY, PLEURAL OR OTHER TUBERCULOSIS WITHOUT INTERVENTIONS WITH CC SCORE 3 6"	0	0	1
DZ14J	"PULMONARY, PLEURAL OR OTHER TUBERCULOSIS WITHOUT INTERVENTIONS WITH CC SCORE 0 2"	0	0	1
DZ15M	ASTHMA WITH INTERVENTIONS	0	0	1
DZ15N	ASTHMA WITHOUT INTERVENTIONS WITH CC SCORE 9	0	0	1
DZ15P	ASTHMA WITHOUT INTERVENTIONS WITH CC SCORE 6 8	0	0	1
DZ15Q	ASTHMA WITHOUT INTERVENTIONS WITH CC SCORE 3 5	0	0	1
DZ15R	ASTHMA WITHOUT INTERVENTIONS WITH CC SCORE 0 2	0	0	1
DZ16H	PLEURAL EFFUSION WITH MULTIPLE INTERVENTIONS WITH CC SCORE 11	0	0	1
DZ16J	PLEURAL EFFUSION WITH MULTIPLE INTERVENTIONS WITH CC SCORE 6 10	0	0	1
DZ16K	PLEURAL EFFUSION WITH MULTIPLE INTERVENTIONS WITH CC SCORE 0 5	0	0	1
DZ16L	PLEURAL EFFUSION WITH SINGLE INTERVENTION WITH CC SCORE 11	0	0	1
DZ16M	PLEURAL EFFUSION WITH SINGLE INTERVENTION WITH CC SCORE 6 10	0	0	1
DZ16N	PLEURAL EFFUSION WITH SINGLE INTERVENTION WITH CC SCORE 0 5	0	0	1
DZ16P	PLEURAL EFFUSION WITHOUT INTERVENTIONS WITH CC SCORE 11	0	0	1
DZ16Q	PLEURAL EFFUSION WITHOUT INTERVENTIONS WITH CC SCORE 6 10	0	0	1
DZ16R	PLEURAL EFFUSION WITHOUT INTERVENTIONS WITH CC SCORE 0 5	0	0	1
DZ17L	RESPIRATORY NEOPLASMS WITH MULTIPLE INTERVENTIONS WITH CC SCORE 10	0	0	1
DZ17M	RESPIRATORY NEOPLASMS WITH MULTIPLE INTERVENTIONS WITH CC SCORE 6 9	0	0	1
DZ17N	RESPIRATORY NEOPLASMS WITH MULTIPLE INTERVENTIONS WITH CC SCORE 0 5	0	0	1
DZ17P	RESPIRATORY NEOPLASMS WITH SINGLE INTERVENTION WITH CC SCORE 10	0	0	1
DZ17Q	RESPIRATORY NEOPLASMS WITH SINGLE INTERVENTION WITH CC SCORE 6 9	0	0	1
DZ17R	RESPIRATORY NEOPLASMS WITH SINGLE INTERVENTION WITH CC SCORE 0 5	0	0	1
DZ17S	RESPIRATORY NEOPLASMS WITHOUT INTERVENTIONS WITH CC SCORE 13	0	0	1
DZ17T	RESPIRATORY NEOPLASMS WITHOUT INTERVENTIONS WITH CC SCORE 8 12	0	0	1
DZ17U	RESPIRATORY NEOPLASMS WITHOUT INTERVENTIONS WITH CC SCORE 4 7	0	0	1
DZ17V	RESPIRATORY NEOPLASMS WITHOUT INTERVENTIONS WITH CC SCORE 0 3	0	0	1
DZ18D	SLEEP DISORDERS AFFECTING BREATHING WITH INTERVENTIONS WITH CC SCORE 4	0	0	1
DZ18E	SLEEP DISORDERS AFFECTING BREATHING WITH INTERVENTIONS WITH CC SCORE 0 3	0	0	1
DZ18F	SLEEP DISORDERS AFFECTING BREATHING WITHOUT INTERVENTIONS WITH CC SCORE 4	0	0	1
DZ18G	SLEEP DISORDERS AFFECTING BREATHING WITHOUT INTERVENTIONS WITH CC SCORE 0 3	0	0	1
DZ19H	OTHER RESPIRATORY DISORDERS WITH MULTIPLE INTERVENTIONS	0	0	1
DZ19J	OTHER RESPIRATORY DISORDERS WITH SINGLE INTERVENTION WITH CC SCORE 5	0	0	1
DZ19K	OTHER RESPIRATORY DISORDERS WITH SINGLE INTERVENTION WITH CC SCORE 0 4	0	0	1
DZ19L	OTHER RESPIRATORY DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 11	0	0	1
DZ19M	OTHER RESPIRATORY DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 5 10	0	0	1
DZ19N	OTHER RESPIRATORY DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 0 4	0	0	1
DZ20D	PULMONARY OEDEMA WITH INTERVENTIONS	0	0	1
DZ20E	PULMONARY OEDEMA WITHOUT INTERVENTIONS WITH CC SCORE 6	0	0	1
DZ20F	PULMONARY OEDEMA WITHOUT INTERVENTIONS WITH CC SCORE 0 5	0	0	1
DZ21H	"CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS, WITHOUT NIV WITHOUT INTUBATION WITH MAJOR CC"	0	0	1
DZ21K	"CHRONIC OBSTRUCTIVE PULMONARY DISEASE OR BRONCHITIS, WITHOUT NIV WITHOUT INTUBATION WITHOUT CC"	0	0	1
DZ22K	UNSPECIFIED ACUTE LOWER RESPIRATORY INFECTION WITH INTERVENTIONS WITH CC SCORE 9	0	0	1
DZ22L	UNSPECIFIED ACUTE LOWER RESPIRATORY INFECTION WITH INTERVENTIONS WITH CC SCORE 0 8	0	0	1
DZ22M	UNSPECIFIED ACUTE LOWER RESPIRATORY INFECTION WITHOUT INTERVENTIONS WITH CC SCORE 13	0	0	1
DZ22N	UNSPECIFIED ACUTE LOWER RESPIRATORY INFECTION WITHOUT INTERVENTIONS WITH CC SCORE 9 12	0	0	1
DZ22P	UNSPECIFIED ACUTE LOWER RESPIRATORY INFECTION WITHOUT INTERVENTIONS WITH CC SCORE 5 8	0	0	1
DZ22Q	UNSPECIFIED ACUTE LOWER RESPIRATORY INFECTION WITHOUT INTERVENTIONS WITH CC SCORE 0 4	0	0	1
DZ23H	BRONCHOPNEUMONIA WITH MULTIPLE INTERVENTIONS	0	0	1
DZ23J	BRONCHOPNEUMONIA WITH SINGLE INTERVENTION WITH CC SCORE 11	0	0	1
DZ23K	BRONCHOPNEUMONIA WITH SINGLE INTERVENTION WITH CC SCORE 0 10	0	0	1
DZ23L	BRONCHOPNEUMONIA WITHOUT INTERVENTIONS WITH CC SCORE 11	0	0	1
DZ23M	BRONCHOPNEUMONIA WITHOUT INTERVENTIONS WITH CC SCORE 6 10	0	0	1
DZ23N	BRONCHOPNEUMONIA WITHOUT INTERVENTIONS WITH CC SCORE 0 5	0	0	1
DZ24J	"INHALATION, LUNG INJURY OR FOREIGN BODY WITH MULTIPLE INTERVENTIONS WITH CC SCORE 10"	0	0	1
DZ24K	"INHALATION, LUNG INJURY OR FOREIGN BODY WITH MULTIPLE INTERVENTIONS WITH CC SCORE 0 9"	0	0	1
DZ24L	"INHALATION, LUNG INJURY OR FOREIGN BODY WITH SINGLE INTERVENTION WITH CC SCORE 10"	0	0	1
DZ24M	"INHALATION, LUNG INJURY OR FOREIGN BODY WITH SINGLE INTERVENTION WITH CC SCORE 0 9"	0	0	1
DZ24N	"INHALATION, LUNG INJURY OR FOREIGN BODY WITHOUT INTERVENTIONS WITH CC SCORE 14"	0	0	1
DZ24P	"INHALATION, LUNG INJURY OR FOREIGN BODY WITHOUT INTERVENTIONS WITH CC SCORE 10 13"	0	0	1
DZ24Q	"INHALATION, LUNG INJURY OR FOREIGN BODY WITHOUT INTERVENTIONS WITH CC SCORE 6 9"	0	0	1
DZ24R	"INHALATION, LUNG INJURY OR FOREIGN BODY WITHOUT INTERVENTIONS WITH CC SCORE 0 5"	0	0	1
DZ25G	FIBROSIS OR PNEUMOCONIOSIS WITH INTERVENTIONS WITH CC SCORE 7	0	0	1
DZ25H	FIBROSIS OR PNEUMOCONIOSIS WITH INTERVENTIONS WITH CC SCORE 0 6	0	0	1
DZ25J	FIBROSIS OR PNEUMOCONIOSIS WITHOUT INTERVENTIONS WITH CC SCORE 10	0	0	1
DZ25K	FIBROSIS OR PNEUMOCONIOSIS WITHOUT INTERVENTIONS WITH CC SCORE 7 9	0	0	1
DZ25L	FIBROSIS OR PNEUMOCONIOSIS WITHOUT INTERVENTIONS WITH CC SCORE 4 6	0	0	1
DZ25M	FIBROSIS OR PNEUMOCONIOSIS WITHOUT INTERVENTIONS WITH CC SCORE 0 3	0	0	1
DZ26G	PNEUMOTHORAX OR INTRATHORACIC INJURIES WITH MULTIPLE INTERVENTIONS WITH CC SCORE 6	0	0	1
DZ26H	PNEUMOTHORAX OR INTRATHORACIC INJURIES WITH MULTIPLE INTERVENTIONS WITH CC SCORE 0 5	0	0	1
DZ26J	PNEUMOTHORAX OR INTRATHORACIC INJURIES WITH SINGLE INTERVENTION WITH CC SCORE 6	0	0	1
DZ26K	PNEUMOTHORAX OR INTRATHORACIC INJURIES WITH SINGLE INTERVENTION WITH CC SCORE 3 5	0	0	1
DZ26L	PNEUMOTHORAX OR INTRATHORACIC INJURIES WITH SINGLE INTERVENTION WITH CC SCORE 0 2	0	0	1
DZ26M	PNEUMOTHORAX OR INTRATHORACIC INJURIES WITHOUT INTERVENTIONS WITH CC SCORE 6	0	0	1
DZ26N	PNEUMOTHORAX OR INTRATHORACIC INJURIES WITHOUT INTERVENTIONS WITH CC SCORE 3 5	0	0	1
DZ26P	PNEUMOTHORAX OR INTRATHORACIC INJURIES WITHOUT INTERVENTIONS WITH CC SCORE 0 2	0	0	1
DZ27M	RESPIRATORY FAILURE WITH MULTIPLE INTERVENTIONS WITH CC SCORE 11	0	0	1
DZ27N	RESPIRATORY FAILURE WITH MULTIPLE INTERVENTIONS WITH CC SCORE 0 10	0	0	1
DZ27P	RESPIRATORY FAILURE WITH SINGLE INTERVENTION WITH CC SCORE 11	0	0	1
DZ27Q	RESPIRATORY FAILURE WITH SINGLE INTERVENTION WITH CC SCORE 6 10	0	0	1
DZ27R	RESPIRATORY FAILURE WITH SINGLE INTERVENTION WITH CC SCORE 0 5	0	0	1
DZ27S	RESPIRATORY FAILURE WITHOUT INTERVENTIONS WITH CC SCORE 11	0	0	1
DZ27T	RESPIRATORY FAILURE WITHOUT INTERVENTIONS WITH CC SCORE 6 10	0	0	1
DZ27U	RESPIRATORY FAILURE WITHOUT INTERVENTIONS WITH CC SCORE 0 5	0	0	1
DZ28A	PLEURISY WITH CC SCORE 3+	0	0	1
DZ28B	PLEURISY WITH CC SCORE 0 2	0	0	1
DZ29G	"GRANULOMATOUS, ALLERGIC ALVEOLITIS OR AUTOIMMUNE LUNG DISEASE WITH INTERVENTIONS"	0	0	1
DZ29H	"GRANULOMATOUS, ALLERGIC ALVEOLITIS OR AUTOIMMUNE LUNG DISEASE WITHOUT INTERVENTIONS WITH CC SCORE 5"	0	0	1
DZ29J	"GRANULOMATOUS, ALLERGIC ALVEOLITIS OR AUTOIMMUNE LUNG DISEASE WITHOUT INTERVENTIONS WITH CC SCORE 2 4"	0	0	1
DZ29K	"GRANULOMATOUS, ALLERGIC ALVEOLITIS OR AUTOIMMUNE LUNG DISEASE WITHOUT INTERVENTIONS WITH CC SCORE 0 1"	0	0	1
DZ30Z	CHEST PHYSIOTHERAPY	0	0	1
DZ31Z	CARDIOPULMONARY EXERCISE TESTING	0	0	1
DZ32Z	FIELD EXERCISE TESTING	0	0	1
DZ33Z	HYPERBARIC OXYGEN TREATMENT	0	0	1
DZ36Z	BRONCHIAL CHALLENGE STUDIES	0	0	1
DZ37A	NON INVASIVE VENTILATION SUPPORT ASSESSMENT 19 YEARS AND OVER	0	0	1
DZ37B	NON INVASIVE VENTILATION SUPPORT ASSESSMENT 18 YEARS AND UNDER	0	0	1
DZ38Z	OXYGEN ASSESSMENT AND MONITORING	0	0	1
DZ42Z	TB NURSE SUPPORT	0	0	1
DZ45Z	LUNG VOLUME STUDIES	0	0	1
DZ46Z	RESPIRATORY MUSCLE STRENGTH STUDIES	0	0	1
DZ49Z	"RESPIRATORY NURSE OR AHP, EDUCATION OR SUPPORT"	0	0	1
DZ50Z	RESPIRATORY SLEEP STUDY	0	0	1
DZ51Z	COMPLEX TUBERCULOSIS	0	0	1
DZ52Z	FULL PULMONARY FUNCTION TESTING	0	0	1
DZ55Z	BRONCHODILATOR STUDIES	0	0	1
DZ56Z	CARBON MONOXIDE TRANSFER FACTOR TEST	0	0	1
DZ57Z	OXIMETRY OR BLOOD GAS STUDIES	0	0	1
DZ58Z	ALVEOLAR CARBON MONOXIDE MEASUREMENT OR SMOKING CESSATION SUPPORT	0	0	1
DZ59Z	AIRFLOW STUDIES	0	0	1
DZ60Z	HYPOXIC (ALTITUDE) OR HYPEROXIC (SHUNT) ASSESSMENT	0	0	1
DZ62A	VERY COMPLEX THORACIC PROCEDURES WITH CC SCORE 6+	0	0	1
DZ62B	VERY COMPLEX THORACIC PROCEDURES WITH CC SCORE 3 5	0	0	1
DZ62C	VERY COMPLEX THORACIC PROCEDURES WITH CC SCORE 0 2	0	0	1
